input_id,title,address,website,phone,cid,owner,emails
6e9ef190-daf6-40c0-8578-76387d48253d,MunJom.A 십점 만점에 십점 no.1 Cultural Korean bbq & Chill | มันจอมเอ ปิ้งย่างเกาหลี,"89/70 Room A6 CocoWalk Ratchathewi, Phaya Thai Rd, Thanon Phetchaburi, Rajthawei, Bangkok 10400",https://www.facebook.com/MunJom.AThailand,092 320 4999,2909107442127038231,"{""id"":""106059572950211782277"",""name"":""MunJom.A 십점 만점에 십점 no.1 Cultural Korean bbq \u0026 Chill | มันจอมเอ ปิ้งย่างเกาหลี (Owner)"",""link"":""https://www.google.com/maps/contrib/106059572950211782277""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Norang Narang Korean restaurant,"160 Soi Pipat2, Silom, Bang Rak, Bangkok 10500",https://www.facebook.com/norangnarangkr,097 001 5782,18301309057531262509,"{""id"":""116356539459403037793"",""name"":""Norang Narang Korean restaurant (Owner)"",""link"":""https://www.google.com/maps/contrib/116356539459403037793""}",
6e9ef190-daf6-40c0-8578-76387d48253d,SOMAEK Korean Bar 소맥,"55 Thanon Phaya Thai, Ratchathewi, Bangkok 10400",https://www.facebook.com/SoMaek-%EC%86%8C%EB%A7%A5-105118601303252/,,10811618758544043293,"{""id"":""118213011814596471343"",""name"":""SOMAEK Korean Bar 소맥 (Owner)"",""link"":""https://www.google.com/maps/contrib/118213011814596471343""}",
6e9ef190-daf6-40c0-8578-76387d48253d,The Tongkeun-Gui Korean BBQ,"218/8 Siam Square Soi 1, Pathum Wan, Bangkok 10330",https://www.facebook.com/Tongkeungui/,02 252 8392,16222782505134107475,"{""id"":""113668315572463648874"",""name"":""The Tongkeun-Gui Korean BBQ (Owner)"",""link"":""https://www.google.com/maps/contrib/113668315572463648874""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Gyeongbokgung,"เขตวั ฒนา, ตึกสุขุมวิท สวีท Soi Sukhumvit 13, Khlong Toei Nuea, Watthana, Bangkok 10110",,02 651 3266,5515363971459205701,"{""id"":""100736352287715450134"",""name"":""Gyeongbokgung (Owner)"",""link"":""https://www.google.com/maps/contrib/100736352287715450134""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Jinseng Korean Restaurant,"Jinseng Korean Restaurant 13 สุขุมวิทซอย15 โรงแรมแมนฮัตตั้น ชั้น1 Khlong Toei Nuea, Watthana, Bangkok 10110",,02 251 9781,5904344964707131992,"{""id"":""110347618292860066281"",""name"":""Jinseng Korean Restaurant (Owner)"",""link"":""https://www.google.com/maps/contrib/110347618292860066281""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Kim Jeong Grill,"21 Sukhumvit 61, Khwaeng Khlong Tan Nuea, Watthana, Bangkok 10110",https://www.facebook.com/KimJGrill/,061 971 5265,11046561067251827426,"{""id"":""101769535223507943527"",""name"":""Kim Jeong Grill (Owner)"",""link"":""https://www.google.com/maps/contrib/101769535223507943527""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Koreana,"1027, Central Chidlom, 7th Floor, Phloen Chit Road, Lumphini, Khet Pathum Wan, Bangkok, 10330, 10330",,02 793 7070,9442336140459846117,"{""id"":"""",""name"":""Koreana (Owner)"",""link"":""""}",
6e9ef190-daf6-40c0-8578-76387d48253d,The Bibimbab,"เดอะ บิบิมบับ เลขที่ 1/9 ชั้น 1 Sukhumvit 24 Alley, Khlong Tan, Khlong Toei, Bangkok 10110",http://www.thebibimbab.com/,092 276 8282,10518431319129874387,"{""id"":""109245691313444669738"",""name"":""The Bibimbab (Owner)"",""link"":""https://www.google.com/maps/contrib/109245691313444669738""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Hasul hip Korean cafe and restaurant,"อาคาร จามจุรี ชั้น G, Phaya Thai Rd, Pathum Wan, Bangkok 10330",https://www.facebook.com/hasulbkk/,02 116 6004,1532516536664336596,"{""id"":""106300979643104991808"",""name"":""Hasul hip Korean cafe and restaurant (Owner)"",""link"":""https://www.google.com/maps/contrib/106300979643104991808""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Myeongdong Korean Restaurant,"2 Myeongdong Korean Restaurant 21 Sukhumvit Rd, Khlong Toei Nuea, Watthana, Bangkok 10110",,02 653 0116,7446142407325792920,"{""id"":"""",""name"":""Myeongdong Korean Restaurant (Owner)"",""link"":""""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Buk Kyong Korean Restaurant,"19 Buk Kyong Korean Restaurant, 34 Sukhumvit Rd, Khlong Toei Nuea, Watthana, Bangkok 10110",,02 253 5052,10941361177437922479,"{""id"":"""",""name"":""Buk Kyong Korean Restaurant (Owner)"",""link"":""""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Dal Dal Korean Restaurant,"เลขที่9​ อาคารจี​ ทาวเวอร์​ ชั้นจี​ ถนนพระราม9​ Huai Khwang, Bangkok 10310",https://instagram.com/daldal_restaurant?igshid=OGQ5ZDc2ODk2ZA==,02 169 8213,1971321147233092235,"{""id"":""103284759257473572521"",""name"":""Dal Dal Korean Restaurant (Owner)"",""link"":""https://www.google.com/maps/contrib/103284759257473572521""}",
6e9ef190-daf6-40c0-8578-76387d48253d,BOB’S KOREAN B.B.Q.,"74, BOB’S KOREAN B.B.Q. 6 Ekkamai 6 Alley, Klongtoey, nuer, Bangkok 10110",https://www.facebook.com/bobskoreanbbq/,063 201 4005,9219283729981710265,"{""id"":""111771548219618852536"",""name"":""BOB’S KOREAN B.B.Q. (Owner)"",""link"":""https://www.google.com/maps/contrib/111771548219618852536""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Kwang Han Roo,"3 Sukhumvit Rd, Khlong Toei, Bangkok 10110",https://www.wongnai.com/restaurants/2883cH-kwang-han-roo,02 251 8096,2966253750293713069,"{""id"":"""",""name"":""Kwang Han Roo (Owner)"",""link"":""""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Bar Sathorn,"The House on Sathorn 106 North Sathorn Road, Silom, Bang Rak, Bangkok 10500",https://www.thebaratthehouseonsathorn.com/,02 344 4025,13782297896671639111,"{""id"":""105217987862286342280"",""name"":""Bar Sathorn (Owner)"",""link"":""https://www.google.com/maps/contrib/105217987862286342280""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Banjoo Korean BBQ,"66/4,201 Mille Malle 2nd Fl, Sukhumvit 20 Alley, Klong Toei, Khlong Toei, Bangkok 10110",https://www.facebook.com/BanjooBBQ/,065 518 5166,12220596914616502700,"{""id"":""106951900308071238631"",""name"":""Banjoo Korean BBQ (Owner)"",""link"":""https://www.google.com/maps/contrib/106951900308071238631""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Arirang,"212, Arirang, 4-5 Sukhumvit Rd, Khlong Toei, Bangkok 10110",http://www.arirang.co.th/,02 653 0177,12525642302253129769,"{""id"":""106977698009246380921"",""name"":""Arirang (Owner)"",""link"":""https://www.google.com/maps/contrib/106977698009246380921""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Kiani(키아니),"90 Fifty fifth Thonglor Building Thong Lo, Khlong Tan Nuea, Watthana, Bangkok 10110",http://www.facebook.com/kianikorea,084 220 8282,17358977523154737642,"{""id"":""117392240483468092787"",""name"":""Kiani(키아니) (Owner)"",""link"":""https://www.google.com/maps/contrib/117392240483468092787""}",
6e9ef190-daf6-40c0-8578-76387d48253d,KABORAE,"PHQ5+85G KABORAE Suk Chai Alley, Khlong Toei, Bangkok 10110",,02 252 5375,7396716866136499731,"{""id"":"""",""name"":""KABORAE (Owner)"",""link"":""""}",
6e9ef190-daf6-40c0-8578-76387d48253d,NAMSAN Korean Food,"335 Srinagarindra Rd, Khwaeng Hua Mak, Khet Bang Kapi, Bangkok 10240",,,4091070548109871691,"{""id"":""104262944631915175114"",""name"":""NAMSAN Korean Food (Owner)"",""link"":""https://www.google.com/maps/contrib/104262944631915175114""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Shinla,"3079 Shinla, 25 Sukhumvit 101/1 Rd, Bang Chak, Khet Phra Khanong, Bangkok 10260",https://www.facebook.com/pages/Shinla-Korean-Restaurant/197210930300208,095 841 0016,17503287953840617907,"{""id"":"""",""name"":""Shinla (Owner)"",""link"":""""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Sookdal Premium Korean BBQ,"92/1-3 Sookdal Premium Korean BBQ, 94 Rama I Rd, Wang Mai, Pathum Wan, Bangkok 10330",http://www.sukdal.com/,096 909 4916,14985871799299112304,"{""id"":""108381485604829995347"",""name"":""Sookdal Premium Korean BBQ (Owner)"",""link"":""https://www.google.com/maps/contrib/108381485604829995347""}",
6e9ef190-daf6-40c0-8578-76387d48253d,YoGiYo Korean Food,"150 Soi Naradhiwas Rajanagarindra 3, Silom, Bang Rak, Bangkok 10500",,086 246 4886,11206478143302916104,"{""id"":""113944635086474858463"",""name"":""YoGiYo Korean Food (Owner)"",""link"":""https://www.google.com/maps/contrib/113944635086474858463""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Seoul BBQ อโศก,"54, Seoul BBQ อโศก, ตึกบีบี ชั้น2, Thanon Asok - Din Daeng, Khlong Toei Nuea, Watthana, Bangkok 10110",,02 115 7211,3158919866863557658,"{""id"":""104709934142206802176"",""name"":""Seoul BBQ อโศก (Owner)"",""link"":""https://www.google.com/maps/contrib/104709934142206802176""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Salang,"69 Salang, Pathumwan Resort, 29 ซอยคอนโด Thanon Phaya Thai, Ratchathewi, Bangkok 10400",http://www.facebook.com/salangbuffet/,081 442 8257,9185661767945245440,"{""id"":""116844823553077526295"",""name"":""Salang (Owner)"",""link"":""https://www.google.com/maps/contrib/116844823553077526295""}",
6e9ef190-daf6-40c0-8578-76387d48253d,DARAK Korean Restaurant,"12 Sukhumvit Rd, Khlong Tan, Khlong Toei, Bangkok 10110",,02 251 8844,10009132249728364767,"{""id"":""109070692279926935169"",""name"":""DARAK Korean Restaurant (Owner)"",""link"":""https://www.google.com/maps/contrib/109070692279926935169""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Durushiki Korean Restaurant,"Durushiki Korean Restaurant 4304 Rama IV Rd, Phra Khanong, Khlong Toei, Bangkok 10110",,089 004 1297,16739433624079500031,"{""id"":""105133598943025389082"",""name"":""Durushiki Korean Restaurant (Owner)"",""link"":""https://www.google.com/maps/contrib/105133598943025389082""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Dong Dae Moon Restaurant,"25 Chana Songkhram Alley, Chana Songkhram, Phra Nakhon, Bangkok 10200",https://www.wongnai.com/restaurants/164487bZ-dong-dae-moon,084 768 8372,15464943152074945644,"{""id"":""105712364429999138023"",""name"":""Dong Dae Moon Restaurant (Owner)"",""link"":""https://www.google.com/maps/contrib/105712364429999138023""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Hwa Shin,"Nakhon, 212 Suk Chai Alley, Khlong Toei, Bangkok 10110",https://hwashin2018.wixsite.com/hwashin,02 653 1320,15221860503277976487,"{""id"":"""",""name"":""Hwa Shin (Owner)"",""link"":""""}",
6e9ef190-daf6-40c0-8578-76387d48253d,JOEUN BBQ,"212/40-41, 2 Floor, Sukhumvit Plaza, Suk Chai Alley, Klong Ton, Khlong Toei, Bangkok 10110",,063 192 0061,5586479618836018092,"{""id"":""108446093734549603838"",""name"":""JOEUN BBQ (Owner)"",""link"":""https://www.google.com/maps/contrib/108446093734549603838""}",
6e9ef190-daf6-40c0-8578-76387d48253d,"Jaguemsong, Korea Town (Sukhumvit Plaza)","3rd floor, Korean Town Suk Chai Alley, Bangkok 10110",,064 682 0617,9685207781970142312,"{""id"":""104654148632395464309"",""name"":""Jaguemsong, Korea Town (Sukhumvit Plaza) (Owner)"",""link"":""https://www.google.com/maps/contrib/104654148632395464309""}",
6e9ef190-daf6-40c0-8578-76387d48253d,"glu up Thai co.,Ltd (Sookdal Korean BBQ)","92/1, 92/2, 92/3 Rama I Rd, Wang Mai, Pathum Wan, Bangkok 10330",,096 909 4916,1333296602606524038,"{""id"":""100666972013572152990"",""name"":""glu up Thai co.,Ltd (Sookdal Korean BBQ) (Owner)"",""link"":""https://www.google.com/maps/contrib/100666972013572152990""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Oppa Korea Food Bar,"เลขที่ 609/1 ซอยลาดพร้าว 107 แยก 27 ซอย ดีสมโชค Khlong Chan, Bang Kapi District, Bangkok 10250",https://www.facebook.com/oppakoreafoodbar,061 438 1192,3411302785777520341,"{""id"":""118380450874886188536"",""name"":""Oppa Korea Food Bar (Owner)"",""link"":""https://www.google.com/maps/contrib/118380450874886188536""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Kogi Jip,"1669 Sukhumvit Rd, Phra Khanong Nuea, Watthana, Bangkok 10110",,02 045 0540,12893087400677032667,"{""id"":""107539053237961847106"",""name"":""Kogi Jip (Owner)"",""link"":""https://www.google.com/maps/contrib/107539053237961847106""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Maple Tree House Thailand,"991 Rama I Rd, Pathum Wan, Bangkok 10330",https://www.facebook.com/mapletreehouse.bkk,065 120 1293,9289503343656904723,"{""id"":""101334680542995790184"",""name"":""Maple Tree House Thailand (Owner)"",""link"":""https://www.google.com/maps/contrib/101334680542995790184""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Kosirae,"97 Kosirae, 99 Thong Lo, Khlong Tan Nuea, Watthana, Bangkok 10110",https://www.facebook.com/kosiraeofficial/,02 714 8683,13318110921936340096,"{""id"":""100914552039921018741"",""name"":""Kosirae (Owner)"",""link"":""https://www.google.com/maps/contrib/100914552039921018741""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Dongdaemun,"36 Asok Montri Rd, Khlong Toei Nuea, Watthana, Bangkok 10110",,02 664 4088,6016294384554213214,"{""id"":""103588033520912598805"",""name"":""Dongdaemun (Owner)"",""link"":""https://www.google.com/maps/contrib/103588033520912598805""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Bangkok Banjom,"Horizon Eakkamai 38 Soi Sukhumvit 63, Phra Khanong Nuea, Watthana, Bangkok 10110",,063 979 8282,11500386229299828694,"{""id"":""105430535239419694461"",""name"":""Bangkok Banjom (Owner)"",""link"":""https://www.google.com/maps/contrib/105430535239419694461""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Maru Korean Restaurant,MARU TH Bangkok กรุงเทพมหานคร Chongnonsi ช่องนนทรี 1023/021 MS SIAM Tower 2nd fl Rama 3 Rd,https://www.facebook.com/pages/MaRu-Korean-Restuarant/559640707562200,093 639 5882,9491331694399586972,"{""id"":""111784685078075241564"",""name"":""Maru Korean Restaurant (Owner)"",""link"":""https://www.google.com/maps/contrib/111784685078075241564""}",
6e9ef190-daf6-40c0-8578-76387d48253d,LEE GA (이가) KOREAN FOOD,"212 sukhumvit plaza, Khwaeng Khlong Toei, Klongtoey Bangkok 10110",,081 820 0603,3232246676478568697,"{""id"":""105755247085472926695"",""name"":""LEE GA (이가) KOREAN FOOD (Owner)"",""link"":""https://www.google.com/maps/contrib/105755247085472926695""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Korea Holic,"255 Sukhumvit 21 Rd, Khlong Toei Nuea, Watthana, Bangkok 10110",https://www.instagram.com/koreaholic255/,084 237 5367,15600371319552249823,"{""id"":""116592862855082011965"",""name"":""Korea Holic (Owner)"",""link"":""https://www.google.com/maps/contrib/116592862855082011965""}",
6e9ef190-daf6-40c0-8578-76387d48253d,HAN COOK KOREAN B.B.Q. ฮันกุก ชิคดัง สัมมากร,"235 Sammakon 1 Soi G 13, Saphan Sung, Bangkok 10240",,099 429 6445,15592353497556164807,"{""id"":""104793054685583868052"",""name"":""HAN COOK KOREAN B.B.Q. ฮันกุก ชิคดัง สัมมากร (Owner)"",""link"":""https://www.google.com/maps/contrib/104793054685583868052""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Jobang Nak Ji,"PHQ5+75J Jobang Nak Ji, Suk Chai Alley, Khlong Toei, Bangkok 10110",,02 653 3936,4246161597860516758,"{""id"":"""",""name"":""Jobang Nak Ji (Owner)"",""link"":""""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Kim Dae Gam Hansik (Surawong),"167/5 Surawong Rd, Suriya Wong, Bang Rak, Bangkok 10500",,02 233 7692,17629333618105463721,"{""id"":"""",""name"":""Kim Dae Gam Hansik (Surawong) (Owner)"",""link"":""""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Mapo Galbi,"71 Sukhumvit Rd, Khlong Tan, Khlong Toei, Bangkok 10110",https://m.facebook.com/Mapogalbi2,02 381 1931,2348216909460800693,"{""id"":""115401307725959827952"",""name"":""Mapo Galbi (Owner)"",""link"":""https://www.google.com/maps/contrib/115401307725959827952""}",
6e9ef190-daf6-40c0-8578-76387d48253d,ChaNiNe Korean Restaurant,"6 ChaNiNe Korean Restaurant, 1 Soi Sukhumvit 48, Phra Khanong, Khlong Toei, Bangkok 10110",https://www.chanine.net/,095 816 3859,10343657994810311637,"{""id"":""117212787134196135354"",""name"":""ChaNiNe Korean Restaurant (Owner)"",""link"":""https://www.google.com/maps/contrib/117212787134196135354""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Soojong,"76 Naradhiwas Rajanagarindra Rd, Khwaeng Silom, Bang Rak, Bangkok 10500",https://www.facebook.com/Soojong-BBQ-485346048631044,089 392 9166,15632046925702133732,"{""id"":""101145272433681086532"",""name"":""Soojong (Owner)"",""link"":""https://www.google.com/maps/contrib/101145272433681086532""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Drum BBQ,"353 Ratchadaphisek 14 Alley, Lane 2-1, Huai Khwang, Bangkok 10310",https://www.facebook.com/drumbbq/,02 275 4551,15957313385815012199,"{""id"":""112159160132550943304"",""name"":""Drum BBQ (Owner)"",""link"":""https://www.google.com/maps/contrib/112159160132550943304""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Oppa Daek,"2nd floor, Oppa Daek, 444 @MBK, Wang Mai, Pathum Wan, Bangkok 10330",,097 150 4565,16508802167961487908,"{""id"":"""",""name"":""Oppa Daek (Owner)"",""link"":""""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Dong E,"212/20, 1st Floor, Sukhumvit Plaza Soi 12 (Korean Town, Sukhumvit Rd, Khlong Toei, Bangkok 10110",https://www.wongnai.com/restaurants/163115Hr-dong-e-%E0%B8%94%E0%B8%87-%E0%B8%AD%E0%B8%B5-%EB%8F%99%EC%9D%B4-sukhumvit-12,02 252 5301,3895482809725472816,"{""id"":""108749977941650037806"",""name"":""Dong E (Owner)"",""link"":""https://www.google.com/maps/contrib/108749977941650037806""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Hobak,"PHQ5+85P Hobak, Suk Chai Alley, Khlong Toei, Bangkok 10110",https://www.wongnai.com/restaurants/335459zy-hobak-korean-family-restaurant,063 259 4000,2132452366891882166,"{""id"":"""",""name"":""Hobak (Owner)"",""link"":""""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Damee,"Damee 8 Ekkamai Rd, Phra Khanong Nuea, Watthana, Bangkok 10110",http://www.facebook.com/DameeKoreanCuisine/,02 010 5286,6083093259374968584,"{""id"":""103154237389241996871"",""name"":""Damee (Owner)"",""link"":""https://www.google.com/maps/contrib/103154237389241996871""}",
6e9ef190-daf6-40c0-8578-76387d48253d,อะไรซุนเด,"อะไรซุนเด 246 อาคารไทม์สแควร์ Sukhumvit Rd, Khlong Toei, Bangkok 10110",https://www.wongnai.com/restaurants/269149ZM-%E0%B8%AD%E0%B8%B0%E0%B9%84%E0%B8%A3-%E0%B8%8B%E0%B8%B8%E0%B8%99%E0%B9%80%E0%B8%94-%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B9%80%E0%B8%81%E0%B8%B2%E0%B8%AB%E0%B8%A5%E0%B8%B5,081 566 7860,14439011991310262626,"{""id"":"""",""name"":""อะไรซุนเด (Owner)"",""link"":""""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Salroman (ChiMac),"212/34 อาคาร สุขุมวิท พลาซ่า Sukhumvit Rd, Khlong Toei, Bangkok 10110",https://www.wongnai.com/restaurants/118746ka-salroman-chimac-%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97,02 251 2276,10381753563564398152,"{""id"":""101540015437483236967"",""name"":""Salroman (ChiMac) (Owner)"",""link"":""https://www.google.com/maps/contrib/101540015437483236967""}",
6e9ef190-daf6-40c0-8578-76387d48253d,Han Kook Kwan,"PHQ5+MW4 Han Kook Kwan Sukhumvit Soi 17, Khlong Toei Nuea, Watthana, Bangkok 10110",https://www.wongnai.com/restaurants/4065DF-han-kook-kwan,02 253 5090,14468694561966288967,"{""id"":"""",""name"":""Han Kook Kwan (Owner)"",""link"":""""}",
